tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,streaming_tv,num_complaints,satisfaction_score,churned
51,119.73583991391348,5167.711329123722,1,1,1,0,1,5,1,1
59,106.10928692957984,9010.285542340262,1,1,0,0,0,1,2,0
62,105.24887199861408,440.8408157183414,0,3,0,0,0,0,1,1
29,79.92778046808883,3652.0159690775326,1,1,1,0,1,2,2,1
62,110.81753706408422,8364.853024262316,0,0,2,0,0,3,2,0
7,106.23031254734795,2178.5111646019004,2,2,1,1,0,1,3,0
44,77.49676234057569,4049.7729698297603,0,0,0,1,1,2,1,0
6,74.20665621216503,199.42174495078422,2,1,0,0,0,5,3,0
62,100.29233904383965,3087.0093138903876,0,2,0,0,1,8,4,0
68,164.5488245614179,3254.5160098336096,0,2,2,0,0,1,4,0
70,64.58687679699895,7352.203440924549,0,1,2,0,0,6,2,0
17,172.1711049857009,6805.592094545524,1,2,2,0,0,0,2,0
49,150.31290452269343,4505.078576648135,1,1,1,0,0,3,3,0
24,67.14056221416014,7312.1812501221275,1,2,0,1,1,1,2,0
12,22.4886801972199,4340.516089947886,1,1,1,1,1,3,4,0
57,33.827597198930206,4402.6466979351035,2,0,1,0,0,1,3,0
29,178.91672647476472,6490.988476778548,0,2,2,0,1,2,1,0
62,165.24688641899814,7256.542655109284,2,3,1,0,1,7,4,0
27,88.32382392330814,8484.352755075019,0,0,2,0,1,3,2,0
5,31.106786946464428,7538.885092467883,0,3,2,1,0,5,2,0
40,166.00377921523554,6736.119914732362,2,0,0,0,1,8,3,1
47,65.94356286914916,5658.627160040796,0,0,0,0,1,7,2,0
9,191.5612089256688,3150.2753091562395,1,0,1,0,0,1,4,1
16,114.1216061698965,2684.7300098264536,1,3,1,0,1,1,1,1
13,148.7320913275129,8448.184913080984,2,0,0,0,1,2,1,0
54,103.12733565128379,7201.708089895098,2,2,1,1,1,1,1,0
15,24.983517438617262,6687.577566720998,2,2,0,0,0,2,2,0
25,31.370846457751657,2662.490285640602,1,2,0,1,1,1,3,0
16,195.67681476339575,9700.996192725848,0,0,2,0,0,5,1,1
44,94.20394011680095,904.9989163008742,2,1,0,0,1,8,1,1
47,52.97135556788928,8398.706185181212,0,1,0,0,1,7,2,0
33,149.6531799673563,2186.7240822553345,0,2,2,0,0,5,3,0
26,178.7945744572289,3983.403317949059,2,0,2,0,1,3,3,1
40,68.05700088332891,4336.006484016268,2,3,2,0,1,9,1,0
71,122.80234409942025,6660.742382665981,1,3,2,0,1,4,4,0
45,64.16966239407506,5511.957388207894,2,2,0,0,1,3,3,0
43,168.05937081033832,1942.2314386003118,1,0,0,1,1,4,1,0
23,35.62389854289232,397.16321764283197,1,3,0,0,0,1,4,1
47,87.05457777626009,7200.412432913221,0,3,0,1,1,7,2,0
44,88.38127094906812,5098.73738279013,1,3,0,1,1,0,1,0
42,134.64639942401675,3681.6798623658274,0,1,0,0,0,8,2,0
12,52.07776371796108,2916.938995812097,1,1,2,0,0,0,1,0
36,105.50123151214993,8248.138736317002,2,3,0,1,1,4,2,0
13,119.36824439842296,7975.759546597093,0,0,2,0,1,8,2,0
65,180.35852094767213,8277.898193175612,2,3,2,1,0,0,4,0
27,114.79741860147936,2269.138985387962,0,3,0,0,0,0,3,0
20,43.74616901128306,8534.403169633135,1,1,2,0,0,2,4,1
18,38.24023290325625,9856.845875705687,0,0,0,0,1,7,1,1
64,186.3447818152936,6031.611616769362,2,2,1,1,0,2,2,1
9,196.34034935282406,566.9933288664392,0,0,2,0,0,1,1,1
25,50.06572763735489,7052.427152776027,2,0,1,1,1,5,2,1
1,155.24374389123668,5427.258108773665,0,1,2,0,0,9,1,1
59,65.12871377417228,7149.268347591986,1,0,0,0,0,4,3,0
36,169.92485634873853,1963.5304571867646,0,1,0,0,1,8,1,0
18,37.38934375100955,6097.408405477729,2,0,0,0,1,2,1,1
47,98.68175491340438,5438.02400282981,1,1,0,0,0,3,1,0
33,127.29266923735885,6064.658523202543,0,0,2,1,1,9,4,0
22,173.45031837315602,7304.7001141711,1,0,0,1,0,7,1,0
65,174.2107937607889,5487.746056399389,2,0,1,0,0,1,4,1
11,53.17301524089021,3285.9234109770046,1,0,2,1,0,4,4,1
26,194.08134958086666,3159.137722316156,2,2,1,0,0,8,4,1
70,134.9394547716316,6981.029257839042,0,2,0,1,0,8,4,0
63,138.57913283019087,6672.134386722522,2,1,0,0,0,9,2,0
38,180.01874832052243,4277.826779303762,2,2,0,0,0,8,3,1
49,77.65333219944681,3600.036380732322,2,3,2,0,1,0,2,1
17,94.73925304037056,6239.265556897827,2,2,1,1,1,0,1,0
57,197.29796640404868,3190.3910455444543,0,1,0,0,1,0,1,1
14,22.976858170158128,9636.31934803229,2,3,0,0,0,7,2,0
8,176.088613906933,6005.107723537244,2,2,0,1,0,3,1,1
56,171.65110525742733,5960.232007437299,0,3,2,0,0,8,4,1
23,67.23432914784433,1449.7003313455486,2,3,2,0,0,5,3,0
44,167.90507016516904,6135.514522013503,0,3,0,0,1,2,1,0
66,79.44376221559861,3019.758749395591,0,1,1,0,1,7,4,1
3,133.2158906459412,4573.111182982186,2,2,0,0,1,0,3,0
53,100.43809505261626,5428.173962349068,1,1,2,0,0,1,1,0
13,38.239274100499586,4831.720914890522,0,1,0,1,0,7,3,1
69,181.16460528677754,8112.993187061657,0,2,1,0,0,0,2,0
1,118.14678582121796,1084.6869564984872,1,1,2,0,0,4,2,0
21,106.72599368057567,1756.5558702395078,1,0,1,0,1,2,1,0
56,178.30958014992927,1654.2012552691488,2,2,1,0,0,1,1,1
2,79.04371098183724,8186.650381656112,1,0,0,0,1,3,2,1
31,122.66160918106776,1270.4204004371948,0,2,2,1,0,1,3,0
13,178.80954178197226,9717.28007178925,1,2,2,0,1,4,4,1
14,81.71857378261024,9694.736375448705,0,1,2,1,0,7,2,0
57,162.836409107345,9918.983934307556,2,1,1,0,0,3,1,1
13,112.58671444470723,9798.922686093152,1,1,2,0,0,6,2,0
14,48.397988692397476,1575.2953118614128,1,3,1,0,0,4,2,1
27,27.306482190369437,6608.431796616052,2,2,2,0,1,8,1,0
70,150.81057227397937,4056.934421678444,2,3,0,0,1,1,4,1
60,67.1375133547832,7345.050410204081,1,1,1,1,1,1,1,1
70,166.83118751563703,4118.587606944471,1,0,0,1,0,0,1,0
15,54.00713414918513,3894.0623782642983,1,0,0,1,1,3,2,0
56,122.21414996032195,9049.1161342529,1,2,0,1,0,7,4,0
62,36.82447007798762,4996.012460631721,0,3,0,0,0,4,3,0
13,152.43820347830726,7423.606094930744,1,2,1,0,1,4,2,0
7,157.82652790051404,6534.179769548867,0,1,2,0,1,3,3,0
21,184.97828956324167,6611.3138514500615,2,3,1,0,1,6,3,0
14,121.04476256872444,3556.264555954786,0,0,0,0,0,9,3,0
3,39.15950161488668,2599.2385792013756,2,1,0,0,0,7,1,0
63,168.99773692952118,8865.7721126233,1,1,2,1,1,8,4,0
43,76.50094182267367,343.43972819370083,2,1,0,0,1,5,1,0
12,181.9268166349591,1811.963310162417,2,3,1,0,0,8,4,0
55,196.01022337805304,1414.593673864297,0,1,1,0,1,0,1,0
59,43.84794041125482,9498.93251757698,2,0,1,1,0,2,3,0
20,34.93273790574065,149.7610903440321,1,1,1,1,1,0,3,1
69,181.5686070403988,179.4207700472417,1,3,0,0,1,4,3,0
45,181.79771457929317,2344.609556720328,2,3,2,1,1,7,2,1
55,125.33559126726315,2862.965744830338,2,0,1,0,1,5,3,0
59,179.86182473234683,5642.264049739764,1,3,0,0,0,9,1,0
60,187.49387788523197,9616.169831596253,1,0,1,1,0,4,2,1
61,119.97012180384456,4703.920727149834,1,2,2,0,1,0,3,0
42,143.57507320832127,2958.9171240253204,0,1,0,1,0,0,4,1
44,130.44309471738654,8188.303136013825,0,2,1,1,1,4,1,1
6,51.42784665618755,3919.2430079216347,1,2,2,0,0,4,3,0
69,98.52244647724388,1503.2937842165588,1,2,0,0,1,7,1,0
22,142.6491794128108,7966.334190688722,0,0,0,1,0,1,1,1
65,129.84840150232952,123.90244707829959,1,1,1,1,0,6,1,0
20,58.71760802354156,2130.636983470148,1,2,0,1,0,4,3,1
47,183.7566481612131,6387.8180298704,0,0,0,0,1,1,1,0
48,161.13230114962155,1114.3777336456603,0,3,1,0,1,4,3,0
24,32.32236258049518,2632.6007148575923,0,2,1,0,0,8,1,0
39,81.93410324003744,3993.7131049701684,1,0,0,0,0,4,4,0
55,199.1968636249299,4024.5447424720255,1,0,1,0,0,4,3,1
55,90.16580606260456,9730.749446836833,1,0,1,0,0,1,4,1
70,139.41739804372298,6787.902395052975,1,0,0,0,1,8,2,0
63,38.12196093502884,466.5120448402704,0,1,1,0,1,1,4,0
19,75.96632017678763,2291.3673964675254,2,3,2,0,0,4,4,0
58,178.76969368221162,6202.6672999067305,1,0,0,1,0,1,1,0
26,111.8971031643167,7162.886001608416,1,2,0,1,0,1,3,0
47,168.52020401351058,3867.902878038649,1,3,2,1,1,5,3,0
14,21.37870488371601,8580.059877939651,0,1,1,1,1,9,3,0
3,139.9053448076354,9439.937103260994,2,2,1,0,1,2,1,0
69,73.98709025077869,6179.216885987218,1,3,1,0,1,9,2,0
14,174.93978754205273,5667.657594029835,0,3,0,0,0,8,4,0
8,189.92838785062503,7532.973985574469,1,1,1,0,1,5,4,1
15,143.77141143396028,7842.233502736619,1,2,1,1,0,9,1,0
45,46.29418393834269,2232.806184757069,1,2,0,0,1,9,1,1
45,104.25931232940518,4887.341508110963,2,0,0,1,0,1,2,1
3,103.60916815977674,4529.583339473313,0,3,1,1,0,0,4,0
11,169.45370998849515,9420.521202560849,2,2,2,0,0,1,2,1
9,102.9108154436993,1206.482812801269,0,1,0,0,0,9,2,0
4,79.87427562271478,9440.357659896432,0,2,2,1,0,5,1,0
50,130.04328219088117,5768.686000885019,1,0,2,0,0,1,2,0
6,136.47480125349256,2951.7241367181427,1,3,0,0,1,6,4,0
44,165.79062885479843,8706.500302038921,2,0,2,0,1,6,2,1
5,182.0794489585255,599.2063614704829,0,1,1,0,0,0,4,0
57,180.1922352425523,3257.5078284997453,2,2,2,1,0,5,2,0
49,132.8103365639104,7550.112480173173,1,0,1,0,1,4,1,0
69,114.37031703659088,8294.148213815975,2,1,0,1,1,7,4,0
28,164.219810918635,1758.2290829888861,1,1,1,1,1,7,4,1
39,75.2221350874841,9423.517037402175,2,0,0,1,1,8,2,0
34,156.42758575243118,631.8529075301909,2,1,2,1,0,1,4,0
62,111.09852729813697,4392.193188553145,2,2,0,0,0,0,1,0
12,42.25715677463802,1064.7296006869487,2,2,1,0,1,9,2,1
69,155.51602279777282,1067.2077228559883,0,2,0,0,1,5,2,0
54,136.72458846392755,9147.596373261118,2,1,2,1,1,1,3,0
37,34.83630339250848,9049.253929702092,1,1,2,1,1,4,3,1
33,101.06636171936903,6191.057700178265,0,2,1,0,1,0,4,0
49,107.56904873245684,9666.258365558548,0,2,1,0,0,0,1,1
1,137.6321778082392,4961.427503066068,0,3,0,0,0,4,3,0
47,142.12786386502341,7850.269543229686,0,0,1,0,0,5,3,0
37,54.2947187632772,1062.9668165850408,0,2,0,0,0,6,3,0
9,26.06581424294767,4016.6131588973885,2,1,1,1,0,3,1,0
18,162.93313071535894,5199.410049568263,2,0,2,0,1,3,2,1
44,196.68704280256384,7803.680840891896,2,1,2,0,0,4,1,0
70,189.32372303227348,3411.365831067492,1,1,1,0,0,5,3,1
63,110.14394025212523,9805.329802119113,1,3,0,0,0,7,1,1
3,115.20791510063297,7374.817627215477,2,2,2,0,1,8,4,0
18,187.503662538171,5376.382290335833,2,3,0,0,1,6,1,0
37,117.94633980843193,3374.5728170885645,0,0,2,0,1,9,4,1
20,69.97968511259273,6456.281700489944,2,1,1,0,0,2,1,0
36,141.96634997209463,6763.324066307781,1,1,1,0,1,5,4,0
4,105.8956896376157,6823.901994373175,0,2,1,1,1,8,2,0
17,161.30007179555844,5903.372453478003,2,1,2,1,1,5,2,0
57,160.9952192878454,4064.7935029450196,0,1,1,0,0,9,3,0
49,188.47257087005553,8184.886023598591,2,3,1,0,0,7,4,0
53,44.807659073288846,2656.9114214284073,2,2,1,1,1,7,2,0
10,113.83938653048297,6291.328447209509,0,2,0,0,1,3,4,0
29,161.45496662912547,4769.550736120142,0,2,1,0,1,6,3,1
9,98.27145653378939,8939.093459804259,1,1,0,1,0,6,2,1
21,132.83910434816443,5946.493426289479,2,3,0,0,0,6,3,0
1,167.06571046749818,8571.142091717318,1,0,2,0,0,7,4,0
36,105.20597014890713,9537.831862101995,1,1,1,1,0,1,1,0
6,93.49069752892939,1357.538899160609,2,3,2,1,1,1,3,0
18,52.50025227862987,5596.405230498849,2,0,1,1,1,5,2,0
11,168.41897949388937,8851.360292505824,1,1,0,0,0,5,3,1
69,163.24021127688926,8733.52961655587,1,1,2,1,0,4,2,0
21,153.76708054512758,2039.502255806017,1,0,0,0,0,1,1,1
9,90.79687156356272,4865.533245616448,2,1,1,0,1,7,1,0
2,124.97431763054243,2308.6555495276484,0,1,2,0,0,2,2,1
4,42.31762088427503,8978.494940838838,2,1,1,0,0,0,3,0
12,77.5133905922985,131.97049563327784,1,3,2,1,0,0,1,1
39,98.39485284577482,2262.159757546627,0,3,1,0,1,6,3,1
60,27.837063698994122,4149.436413187012,2,1,0,0,1,6,1,0
34,38.645771965447906,2289.252218353884,0,3,0,0,0,5,1,0
59,169.35040973548791,9738.45512232577,0,1,2,0,0,5,3,0
6,194.81670364630708,2515.8632855549854,1,3,1,0,0,4,2,1
32,77.9582295465882,3686.9178840710847,2,3,1,0,0,5,2,1
28,39.21331585873256,1823.3093099634507,2,3,0,1,0,1,2,1
41,188.37062189848942,9274.02714551101,0,0,2,1,0,4,2,0
27,184.57607845912074,4171.637425498148,2,1,1,0,1,1,3,0
53,137.83854478167433,2692.2956088159754,2,0,1,1,1,2,4,1
11,80.94632111584286,2536.5771798659343,2,3,0,0,1,4,3,0
22,40.262646896015724,5897.598383809533,2,3,1,0,1,0,4,1
5,189.10880032971377,9778.6890200814,1,1,0,1,0,2,1,0
34,185.66849673582797,9744.303673806184,1,2,2,0,0,9,1,0
62,153.77638298714768,9818.639591413421,2,1,1,0,1,5,4,0
31,188.0995339801056,3927.767366068826,2,2,1,0,1,1,1,0
47,45.156877829347806,9152.749885598836,2,3,0,1,1,2,3,0
37,39.664974104776526,4499.466267654905,2,0,0,0,1,8,4,0
26,54.56727099039864,5154.613405722132,2,1,1,1,1,7,1,1
43,58.78862307129958,5247.00991694745,1,2,0,0,1,2,3,0
61,168.8904420393103,729.5600086331619,0,2,0,1,0,6,4,1
38,185.91228443098103,1852.9715165252537,0,2,2,0,0,3,3,1
32,58.8062622723419,8872.329231521504,0,1,0,0,0,6,4,0
69,103.28505436792378,8973.929032017746,1,1,1,0,1,4,3,0
62,101.80727434769263,2099.7352989734854,1,2,0,0,0,1,1,0
25,52.01659799655109,3096.1126091823367,2,0,1,0,0,5,4,1
33,173.60250290998943,8315.108994846123,1,2,1,0,1,0,4,0
64,114.04870982982042,2121.264175630213,1,0,0,1,0,5,2,0
71,121.92296431123307,8820.163775640356,2,1,1,1,0,0,3,0
16,66.51703387124552,8249.591398194241,2,1,2,0,0,2,1,0
49,120.64853591636961,8094.747220342158,2,1,2,0,1,9,4,0
15,162.65718106096955,8928.284004814102,0,3,1,1,1,6,1,0
20,74.88767306017803,8880.515117387216,0,0,2,1,1,1,2,0
22,40.393130643208636,9180.358252698048,2,3,0,0,1,8,4,0
10,125.12723064821611,8807.467969797384,2,1,0,0,1,2,4,1
55,134.44950597186028,6108.530922259975,0,2,0,0,0,2,3,1
28,56.37152894551639,1661.4791212767534,2,2,1,0,0,6,4,0
9,64.69483749825524,6130.4917045176835,2,3,0,0,0,0,3,1
31,47.55239678636795,9427.895448271862,0,2,0,0,0,4,1,0
57,185.8486665521528,9679.982535674864,1,1,1,1,0,9,3,0
31,58.34216071815172,7311.789285628908,2,3,2,1,1,2,2,0
43,21.914860329355186,6968.971399243486,0,2,0,0,0,0,3,0
9,171.227506974849,9390.506892159989,0,3,1,0,1,6,1,0
42,164.5809440252067,2983.6448049006945,0,0,2,0,1,9,3,1
50,102.17629507819514,1594.7170847543387,1,3,2,0,0,6,4,1
37,163.48922353174797,2971.007390853099,2,0,2,0,1,8,3,0
71,100.93100649103283,9494.59043672965,2,0,0,0,1,6,4,1
17,60.41260655536957,2201.8449737793558,2,0,2,1,1,3,4,1
48,96.68982028503991,2324.905311972802,1,2,2,1,0,2,4,0
2,107.63737301017176,2010.1960704127903,0,0,2,0,1,5,3,0
42,21.62061444584201,4899.5167703164125,0,2,0,0,0,5,4,0
63,40.399312366179466,7984.245580757756,2,1,1,0,0,1,3,0
11,177.4577177878112,3880.3360929403902,1,2,2,0,0,6,1,1
56,90.63657678884255,1091.197727583039,0,3,1,0,0,0,4,0
45,79.6640909625425,7428.001021917116,1,2,2,0,1,8,1,1
45,179.90417723209853,6137.310237258877,2,2,2,1,1,1,3,1
29,47.822539932028064,4843.584973615263,1,2,0,0,0,2,4,0
34,59.057715400898616,9644.57709116992,2,1,2,0,1,5,1,0
69,169.0310945135704,4757.2014632038145,1,2,2,0,0,6,1,0
20,70.33784215444439,7352.038203001944,1,3,1,0,0,0,4,1
70,133.98180692045833,1669.1526351609673,0,3,0,0,0,2,1,0
18,153.12289844920315,4223.704430236969,0,0,1,0,1,5,3,0
60,60.089653406103544,2201.444555743974,1,2,1,0,1,3,4,0
55,65.61340746569635,3546.5785860934416,0,1,1,1,0,4,4,0
52,112.93311730539794,4849.196985111979,2,0,1,0,0,2,4,0
25,162.59846690396773,1827.5176580386535,2,3,0,0,0,7,4,0
66,119.78795652447808,8050.14865907425,0,0,2,0,1,0,3,0
28,32.12055252933041,3822.50939878763,0,1,0,0,1,9,3,0
20,83.15069229808334,8976.214044118955,0,3,2,0,1,6,3,0
70,79.51481710630402,6779.100766900792,1,3,2,0,0,1,4,0
37,165.36834315834122,1848.3986817202922,1,2,1,0,1,7,2,0
16,72.13945664465098,6455.516569604064,2,3,2,0,1,2,3,0
35,182.2191415137948,330.1515816801392,1,3,0,0,1,3,4,0
55,80.29715703435456,8093.0311116454905,0,3,2,0,1,1,4,0
65,54.93947535965076,9744.820231774142,1,2,0,0,1,4,4,0
14,117.18918364436666,6809.799057683568,1,2,0,0,0,8,3,1
24,89.54971152492168,9272.289525324486,1,3,0,0,1,3,3,1
38,136.56626025473975,3018.511038256687,0,1,2,0,1,6,2,0
9,184.82833011972437,4293.528862304051,1,1,1,0,0,7,3,0
59,189.33957176843165,4303.5142142140185,1,0,0,1,1,9,2,0
51,60.925627503751386,1209.0917515558044,1,3,1,1,1,0,2,1
51,49.208830576924555,7984.786728857281,0,3,0,1,1,5,3,0
19,189.1922724253408,5001.15797671716,1,2,2,0,1,4,4,0
62,166.23700535194868,4955.235871608976,2,2,0,1,1,9,3,0
10,67.10167869146193,6717.840794887496,2,1,2,0,1,9,2,1
38,164.8917890467019,1792.7739608323166,0,1,2,0,1,0,4,0
3,153.3898297365056,8120.545440624642,0,0,2,0,0,8,1,0
48,65.64115977848061,3722.129744472862,1,3,2,1,0,9,2,0
41,183.04118414966624,888.445297664958,0,2,1,0,1,6,4,0
17,77.92483607302242,1984.2197074515657,1,0,2,1,0,0,2,0
69,106.43223430410929,2603.2393343939584,1,0,0,1,1,1,3,0
15,129.667076012299,1861.6595872688479,1,1,1,0,0,3,4,1
56,54.427385745062494,2498.0365990194873,1,3,1,0,1,9,3,0
15,130.0318417438505,9958.934102806046,0,3,1,0,1,8,4,0
5,147.1289555015482,5423.495411636778,2,2,1,0,1,1,1,0
44,38.27847554123051,6068.971449045813,0,3,0,0,1,0,2,0
3,88.28270402431056,1743.6645001835725,1,0,2,0,1,0,4,1
47,130.17072774302454,535.8045157044666,2,3,0,1,0,8,2,0
30,186.7190400504269,3172.47150695761,1,3,2,1,0,0,1,0
12,180.37702570790262,7721.1694690036875,1,2,1,0,0,3,4,0
15,50.54011674882784,5631.940053983852,1,1,1,1,1,4,4,0
38,129.8914211491091,206.75390495040762,1,0,1,0,1,5,1,1
28,37.64320985722707,7908.816536085131,2,2,1,0,0,5,2,0
49,72.89820046722872,1129.5964237046815,0,2,2,0,1,2,2,1
47,127.50864718232066,4459.771018610094,0,3,1,1,0,6,1,1
12,34.645655269752254,9994.788947422288,0,2,2,0,0,7,3,0
54,179.99517088308335,1301.5331416171782,2,1,1,1,0,0,2,1
32,169.2179570962705,8168.76110160891,2,0,0,1,0,8,2,0
1,105.2101950501926,8012.159611973624,0,0,1,0,0,5,2,0
16,108.51576590465326,4505.905723244115,2,2,2,0,1,0,4,0
11,178.6453181796203,9883.82537955219,1,0,2,0,1,8,4,0
55,29.07872332864534,3148.886461251038,0,1,0,1,1,3,2,1
36,45.89856554382966,3226.243943457277,1,2,2,1,1,8,1,0
30,75.44079120562157,1608.7069084851378,2,2,0,0,0,9,4,1
68,85.58916870541299,3760.568514955944,1,1,1,0,1,4,4,1
56,197.74041996710932,3034.4981757085866,2,2,1,1,1,5,1,0
60,46.543139334663195,6084.441876138967,0,0,1,0,1,8,1,1
17,74.55869852602552,503.2539931991514,0,0,2,0,0,5,4,1
33,169.0309871043153,3171.560291652078,0,1,1,0,1,0,1,0
30,161.18384275893945,146.5953660022447,2,3,1,1,0,0,1,0
13,137.86700784096155,162.47194886702195,1,3,1,0,1,1,3,1
12,79.13931373001463,8220.966211975636,2,3,1,0,0,1,3,1
32,41.19984531315464,7523.177331464769,1,1,1,1,0,5,3,1
34,197.03837806350057,7466.994053680824,2,3,2,1,1,9,3,0
12,65.25675428027787,3600.9851056323305,1,0,2,1,1,9,1,1
4,172.03456769577895,7022.510848408611,0,2,2,0,1,4,1,1
26,181.1014792201504,2639.700735525953,1,3,2,1,0,6,4,0
64,99.36193977928106,3163.0728983604413,1,1,1,0,0,7,3,1
30,173.1495173815269,5668.595428352464,0,0,2,0,1,9,1,0
34,70.22665819371912,7026.250696194434,2,3,0,1,0,9,4,0
33,180.18400292216955,2730.695965023345,1,3,1,0,1,9,4,0
31,134.47393685870622,6824.91529107097,2,0,1,0,0,9,1,0
56,54.986996240339785,9628.68194181284,1,1,0,1,0,2,2,0
62,161.5784720750011,4988.978608669513,1,2,2,0,1,8,2,1
31,184.46461965200064,4130.361568958579,2,0,0,1,0,0,3,0
24,122.67735866403861,2401.743293486028,1,2,2,0,1,2,1,0
69,156.86712914188124,3625.872135996673,1,3,0,1,0,1,2,0
51,163.06353053690194,5335.3230107174895,2,0,1,0,0,5,1,0
65,161.7327890506818,9446.664075900399,2,3,2,0,0,0,2,1
9,101.79585461189104,2681.4515461901447,2,3,2,0,1,7,3,1
8,153.18967045419248,2391.4863777118912,2,3,2,0,1,9,1,0
36,118.73549760026211,9609.800496181197,1,3,1,1,1,9,1,1
69,94.63874360128153,6097.854731003512,0,3,2,0,1,2,2,0
56,49.84627187252303,7379.173624616837,2,1,0,0,1,5,3,0
46,183.62686564553755,8313.98772517409,2,3,2,0,1,1,4,0
10,94.68404169460693,909.724081319732,1,0,2,0,0,4,2,0
11,63.12179155779054,4899.651723725189,0,2,1,0,1,1,4,0
8,63.6132360841449,1487.0115602278127,0,0,0,0,1,6,3,1
68,63.57588731589072,6280.706854470031,2,0,0,0,1,4,4,1
18,20.445237836684843,9541.947445918258,2,1,0,1,0,7,3,1
3,98.87944690741865,656.9097698213839,0,3,2,1,1,5,3,0
15,180.32376567372168,2813.6364078661522,0,2,2,0,0,7,4,0
60,24.526355307089503,9996.84719368016,2,2,1,0,1,8,4,0
55,192.1875458475349,154.32619339836742,0,3,1,1,1,6,1,0
70,52.24214465446068,1481.6036168849962,1,2,2,1,1,0,4,1
32,149.39737767963902,899.6357357226525,0,1,0,0,0,8,2,0
6,161.3591102947038,7664.226703611969,0,3,0,1,1,8,1,0
16,152.32078856763397,7534.200515612613,0,2,2,0,1,9,4,0
66,81.05160911733653,7798.089664156644,0,0,0,0,1,1,1,1
16,146.68621696553225,7771.077339233874,1,2,0,0,1,1,1,0
14,105.13535964574973,8368.680771949248,1,0,2,1,0,6,3,1
62,47.39548566149843,7751.503952676942,0,3,1,0,0,4,3,0
18,56.16735940955368,4887.1097417173705,0,0,2,0,0,4,3,0
8,24.685314018507015,7480.295530094197,0,0,1,0,1,0,3,0
5,79.7546661946463,6016.403278543672,1,1,0,0,0,5,3,0
41,151.0381091201477,3728.573483023502,2,1,1,1,1,7,3,1
59,194.42869124072897,8382.088943299004,0,3,1,1,1,3,1,1
9,44.04047518481571,7901.592865906634,2,1,2,1,0,2,3,1
42,83.59055676537635,1817.5654269096217,1,3,0,1,0,9,2,1
18,52.669733731730524,341.84175490547534,0,1,0,1,0,9,4,1
46,156.9596908639252,3228.1509342755867,1,0,0,1,1,0,4,0
48,185.5250835022065,4097.2982204205,0,3,1,0,0,3,3,1
28,40.52025178806973,1826.139833724654,2,0,1,0,0,1,1,0
37,182.64557820237113,8565.750100067533,2,2,2,0,1,4,2,0
20,68.86873015263205,432.4478064724317,0,3,0,0,1,9,1,0
38,60.151422997004694,4887.827295307988,0,3,0,1,0,0,1,0
41,30.194191632999363,649.2262976536023,2,3,1,0,0,8,2,0
62,34.48429002883529,5412.708659733685,1,1,1,0,0,8,3,0
20,32.46045726545012,4690.127481047522,0,2,1,1,0,4,4,0
23,100.35419768249236,7823.50672676136,1,1,0,1,0,0,4,0
50,138.55589987773027,6927.7825935760575,0,1,0,0,0,2,4,0
5,53.19573313223628,8455.158094166476,0,2,2,1,0,6,1,0
